,CL3,CC1,SV1,M31Fcsw,M11Fcsw,M31Plmr,M11Plmr,F21Plmr,M31Tong,M11Tong,LMEpi24M,SLEpi20M,AQC1cm,AQC4cm,AQC7cm,NP2,NP3,NP5,TRRsed1,TRRsed2,TRRsed3,TS28,TS29,Even1,Even2,Even3
105331,0,0,0,1,1,0,0,0,3,0,0,0,6,2,1,32,1753,730,0,1,0,1,0,1,0,0
188334,0,2,1,3,3,5,3,4,37,2,12,6,105,232,41,7103,10852,4086,9,4,2,4,1,13,7,5
230843,3,2,1,2,3,5,2,3,184,18,10,3,82,77,19,2197,9265,20417,26,3,3,6,2,6,2,4
348941,0,0,2,0,0,0,0,0,44,0,1,0,17,13,2,207,1670,3770,12,1,0,0,0,2,1,0
228170,2,1,0,0,2,1,3,0,57,6,3,0,33,61,7,1533,2952,4775,9,5,0,2,1,3,1,3
171189,1,2,1,2,3,4,7,0,24,2,8,3,183,15,1,73,34408,835,3,4,3,5,2,7,2,5
341072,3,0,0,2,2,0,7,0,56,5,5,1,133,14,8,272,24911,6770,6,3,2,3,2,2,3,4
170720,0,0,0,0,0,0,0,0,5,0,1,1,7,0,0,6,291,696,2,0,1,0,0,0,0,0
343127,0,0,1,0,0,0,2,0,18,3,1,0,36,8,3,27,7391,2900,5,1,0,0,0,3,1,1
585343,3,3,1,3,8,1,10,2,102,11,16,7,193,46,7,848,42704,9428,14,13,7,4,2,16,9,3
118817,6,5,4,5,3,3,9,8,241,13,25,10,220,387,107,12126,25102,27632,35,13,8,8,9,18,19,11
334598,3,2,1,3,1,4,2,2,42,13,6,1,76,112,36,4409,8352,3972,10,3,2,4,2,12,5,2
61189,8,2,4,9,13,7,3,9,172,17,16,13,70,510,139,19003,1733,21696,44,14,6,11,9,29,12,15
319928,1,1,0,0,1,0,1,0,81,9,3,0,7,32,8,840,159,10117,16,3,0,2,1,5,1,2
548700,0,0,0,0,0,0,0,0,22,0,2,0,13,5,0,20,1247,1776,3,0,2,0,0,3,0,1
501319,0,0,0,0,0,356,55,935,26,3,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
428237,0,0,1,0,0,2581,75,3817,227,89,11,2,2,4,1,0,0,0,6,0,3,1,1,0,0,2
361804,1,0,0,0,0,2016,50,29,138,283,2,0,0,0,1,0,3,2,0,0,0,0,1,0,1,0
165694,0,0,0,0,0,689,36,643,60,4,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
56208,0,0,0,1,0,1829,28,1389,52,2,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0
241520,0,0,0,0,1,892,47,2929,56,35,2,1,1,0,0,0,3,1,3,1,1,0,0,1,0,0
272591,13,34,817,0,1,28,105,9,0,2,231,12,2,0,0,0,1,1,0,0,0,0,0,0,0,1
442300,4,4,3,0,0,0,941,7,5,27,3301,11,1,0,5,1,1,5,0,0,0,0,0,0,1,3
355611,0,1,3,2,0,0,6,0,2,45,6113,0,4,2,7,1,2,2,3,0,0,0,0,1,0,1
39294,5,4,30,3,11,1,46,10,50,479,55800,96,20,13,105,13,16,18,20,7,1,3,0,10,9,29
574039,8,13,1,0,1,6,1,0,7,18,1720,441,18,0,4,0,9,17,0,0,0,0,0,1,0,2
83993,4,466,10,0,1,92,9,41,3,20,1421,111,29,17,15,1,3,4,0,0,0,0,2,0,0,0
341862,0,0,0,0,0,32,23,38,1,1,6,2426,32,16,32,1,1,1,0,1,1,0,0,2,0,2
329653,5,41,0,2,1,1,3,3,16,23,305,37550,257,69,200,3,5,5,5,4,2,7,5,11,6,6
471192,0,0,1,0,1,0,0,0,2,28,2468,1819,21,4,10,0,1,2,0,1,1,0,0,3,3,0
248359,1,0,1,0,0,0,0,0,3,11,1476,0,0,1,2,0,2,0,1,0,0,0,0,0,0,2
540329,2,10,2,0,1,0,75,7,0,3,551,541,57,32,160,2,3,1,0,1,0,0,0,0,1,0
397003,1,0,0,0,0,0,0,0,1,0,45,21,376,174,478,3,0,1,0,0,0,0,3,4,1,0
114965,0,18,0,0,2,2,3,0,2,23,1049,42,9,1,1,0,2,0,1,1,0,0,1,0,0,1
571350,0,8,0,0,0,0,0,0,2,3,880,88,83,11,14,0,1,1,0,0,0,0,0,0,0,1
44265,11,104,4,0,0,3,22,1,2,61,7392,88,35,15,21,2,0,0,1,2,0,1,0,2,1,5
99956,11,34,1,0,0,18,0,1,1,18,2035,912,14,4,8,1,1,1,0,0,0,1,0,1,1,0
143925,1,2,0,0,1,0,5,3,157,11,4,0,52,22,6,112,9020,17693,24,6,1,4,2,3,4,3
243681,5,59,0,0,0,0,0,0,0,0,5,1,3,0,0,0,235,10,3,451,513,0,1,3,0,0
86285,1,0,0,1,1,0,2,0,7,3,0,0,33,3,0,195,5982,1073,1,0,1,0,0,0,2,0
264786,0,1,1,1,0,0,0,0,52,12,2,0,5,6,1,139,879,8902,19,4,0,2,0,1,0,2
306834,0,0,1,0,1,0,0,0,7,0,2,2,13,36,11,1376,722,495,1,0,0,0,0,1,1,1
348807,2,0,0,1,1,1,3,0,17,4,1,0,82,16,4,207,12708,2025,4,1,1,2,1,7,3,0
185297,0,0,0,1,0,0,1,0,30,2,0,0,7,5,2,60,357,3585,5,1,0,1,0,0,0,0
171297,0,0,0,1,1,0,1,0,3,1,1,0,28,6,1,108,3912,505,3,0,1,0,0,1,1,1
323607,0,0,0,0,0,1,3,1,13,5,5,2,81,8,4,147,12867,1440,89,2272,411,3,0,6,4,0
151803,0,2,2,0,5,1,4,0,94,7,2,1,42,26,7,533,6255,11471,15,5,1,2,1,4,2,0
100807,2,0,1,1,1,0,0,0,100,9,5,3,9,30,5,692,123,8893,15,4,0,1,1,0,0,1
262661,2,5,1,2,4,1,20,0,15,4,9,7,291,25,5,459,55381,643,7,7,6,1,3,10,7,3
93747,1,3,6,6,3,7,15,3,133,16,13,4,214,227,64,8781,30041,13837,22,16,8,10,5,15,8,7
243677,0,0,0,0,0,0,1,0,0,1,1,0,12,2,1,20,1200,215,7,275,28,0,0,1,0,1
139205,1,0,0,0,0,0,0,0,6,0,1,0,21,2,0,28,2152,226,14,399,53,0,0,1,0,0
231727,0,1,1,0,0,0,0,1,17,3,1,0,18,13,3,230,1466,474,10,103,21,1,1,0,0,1
353843,0,0,0,1,0,0,1,0,11,0,0,0,3,1,0,0,470,1351,4,0,0,1,0,0,0,0
353655,0,0,0,0,1,0,1,1,15,0,0,1,6,20,13,557,813,1318,4,0,1,3,0,0,0,1
569609,1,1,0,1,0,0,1,0,94,5,2,2,17,8,2,0,844,10204,19,0,0,1,0,2,1,3
544791,0,0,0,0,0,1,2,0,0,0,0,0,19,1,0,1,3480,5,0,0,0,0,0,1,0,0
152452,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,1,1082,73,0,0,0,0,0,2,1,0
179639,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,64,1217,0,0,0,0,0,0,0,0
148990,1,0,2,1,0,0,8,0,12,5,4,1,164,10,1,2,25402,127,0,5,3,2,2,6,3,2
205919,3,1,1,1,3,3,23,2,42,6,9,1,336,24,6,189,56556,2276,5,23,6,3,4,16,8,6
192041,1,0,0,0,0,0,1,0,2,0,2,1,30,2,0,0,4344,9,0,2,0,1,1,1,2,0
179748,2,2,5,6,8,2,22,1,35,10,8,6,568,40,9,29,89582,1124,6,10,13,10,4,30,16,5
81979,0,0,1,0,0,0,0,0,4,0,0,0,13,0,0,4,1886,110,0,0,0,0,0,0,0,0
535272,2,1,0,0,1,0,8,1,16,1,5,1,128,9,2,30,8285,361,5,8,5,2,4,10,3,2
61125,1,0,0,0,0,0,1,0,0,0,0,0,11,0,1,0,1512,5,0,0,0,0,0,0,0,0
113326,1,4,0,0,1,0,1,1,9,4,3,2,160,11,3,122,25595,1044,3,2,4,3,1,5,1,1
263010,1,0,1,2,0,26,2732,88,3,0,6,26,1,4,1,5,249,31,0,0,0,0,0,1,1,0
115159,47,329,0,0,0,190,676,342,0,2,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
142000,0,0,0,0,1,2683,69,1116,2765,236,6,0,0,2,0,1,6,2,1,0,1,0,1,4,1,1
204845,0,1,1,0,0,4074,1,17,1,1,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0
327084,2,41,4,0,1,1,1,0,3,41,4271,100,3,0,10,9,376,53,3,24,142,0,0,1,2,1
308722,2,23,0,0,0,0,1,0,23,6,180,7,25,9,2,97,2047,3071,5,37,21,1,0,2,1,0
195676,0,1,0,0,0,0,1,1,19,3,5,63,22,14,5,552,4327,3072,5,1,0,0,2,2,0,0
560879,4,4,2,2,4,0,0,1,10,97,7082,2752,27,2,19,1,23,19,0,1,8,0,1,3,2,1
402252,1,1,0,1,3,0,3,2,33,1,45,162,104,47,12,1509,17025,3908,2,2,2,1,0,6,4,2
228555,0,0,0,0,0,0,0,0,17,0,6,187,9,5,6,110,675,1023,3,0,2,0,0,1,0,2
378282,1,30,0,0,0,0,0,0,1,4,365,1050,6,1,5,0,5,2,0,1,0,0,0,2,1,0
20456,1,2,1,0,0,0,0,4,2,4,395,1100,4,1,4,0,5,1,0,0,0,0,0,0,1,0
468138,1,5,1,0,0,0,0,0,3,8,1214,127,13,13,13,3,54,371,8,155,49,1,0,1,0,1
103229,0,2,0,0,2,0,0,0,1,10,1045,3,32,21,9,0,1,1,0,1,1,0,0,0,0,1
174634,0,0,0,0,0,0,0,0,2,0,2,7,208,690,676,3,1,0,1,2,0,0,0,1,0,0
197817,1,0,0,0,3734,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347862,3,3,5,3989,13587,9,2,1,2,1,5,2,3,1,2,2,0,2,0,0,1,4,215,3,1,0
107252,0,1,0,2748,8,1,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0
366044,1,1,0,2,2706,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146517,0,0,0,0,0,0,0,0,0,0,2,2,83,643,406,2,0,0,0,0,1,0,1,0,0,0
59897,1,2,1,0,0,0,0,0,0,0,2,0,1,0,1,0,3,9,485,1935,540,1,0,2,0,2
108426,0,1,0,0,0,0,0,2,0,0,1,1,9,11,4,0,9,8,456,2459,736,3,2,11,0,1
458762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,109,840,150,0,0,3,0,0
284431,0,0,0,0,0,0,0,1,0,0,1,5,166,489,500,4,0,0,0,1,0,0,0,0,0,0
253703,7,0,0,0,0,1,0,2,2,1,5,12,321,2261,2874,15,1,2,8,8,85,0,1,3,0,0
544483,2,12,0,0,0,0,0,0,1,2,9,17,591,3283,2683,22,1,2,1,2,1,0,4,4,1,2
141996,0,0,0,0,0,0,0,0,0,0,3,2,50,391,470,1,3,0,11,297,39,0,0,1,0,0
213042,1,4,2,5,3,1,2,2,13,12,42,60,2874,11477,12124,61,10,3,7,80,78,2,11,12,3,2
1896,0,0,0,0,0,0,0,0,1,1,2,6,182,761,774,2,0,2,1,0,0,0,1,3,0,0
578372,0,0,1,0,0,0,0,0,2,0,0,2,68,432,518,1,0,0,0,0,0,0,0,1,0,0
549388,0,0,0,1,0,0,0,1,2,2,15,16,765,3507,3568,20,5,1,1,0,4,2,2,7,1,0
286918,2,3,1,4,2,0,0,1,6,9,43,70,2777,13927,15127,88,13,5,19,5,2,3,7,24,3,1
284550,0,0,1,0,1,0,0,1,1,0,3,9,385,1983,2097,10,3,1,2,57,95,1,1,6,3,0
511725,68,11,1,1,0,0,0,0,1,0,3,6,184,1494,1442,8,1,0,2,20,7,0,0,1,0,2
583211,0,1,0,0,1,0,0,0,0,0,5,8,205,787,884,7,0,2,0,0,0,0,1,2,0,0
544325,0,0,0,0,0,0,0,0,1,0,4,8,269,1726,1901,8,4,1,1,0,0,0,0,1,0,1
586380,0,0,2,0,1,0,0,1,1,2,7,11,405,2252,2511,21,2,3,0,0,0,0,1,7,1,1
282750,0,0,0,0,0,0,0,0,1,0,6,9,395,1809,1798,5,1,0,3,3,0,1,5,3,0,1
184224,0,0,0,1,1,0,0,0,2,0,5,12,422,1919,2054,13,0,1,0,0,0,0,0,3,1,1
285668,0,0,0,1,1,0,0,0,2,3,14,17,1139,4463,4200,26,3,2,0,0,0,0,2,7,0,1
52484,0,0,0,0,0,1,0,0,2,1,4,9,321,1728,1805,10,0,0,0,0,0,0,1,5,0,0
156416,0,0,0,0,1,0,0,0,0,0,2,3,65,463,492,13,0,66,6,10,65,0,0,1,0,0
2476,0,0,4,0,1,0,0,0,0,0,2,7,337,1114,1094,5,1,1,0,25,202,0,0,1,0,0
252310,0,0,0,0,1,0,0,1,0,1,1,6,134,826,939,6,0,0,12,19,33,1,3,3,0,1
551394,1,0,0,1,0,0,1,2,1,2,0,0,0,1,0,0,50,14,313,558,2548,8,1,12,2,0
565133,0,2,0,1,0,0,0,0,3,3,16,17,807,3309,3095,20,1,0,3,7,11,2,2,5,2,0
578799,0,1,0,0,2043,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
278873,22,3,4,10,69569,2,8,0,9,3,9,1,2,2,0,0,3,1,0,1,0,3,0,7,6,3
517293,23,6,2,18,48579,1,9,1,9,6,73,2,1,3,8,2,7,12,2,1,1,2,2,9,2,4
2000,1,4,0,41,97,0,0,2,3,1,0,0,81,1,3,0,0,1,0,0,2,77,10235,14,5,10
322235,89,29,24,95810,48113,63,58,34,46,17,40,11,168,16,15,6,19,29,1,7,58,6359,17859,73,48,50
469778,92,108,75,13,23,11,1,2,25,9,22,4,173,21,11,3,15,21,124,3,341,69,26,49748,44118,38737
356051,3,6,2,551,708,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,4,140,1,78,46,42
550814,0,0,2,5199,8,12,0,0,1,2,2,2,1,0,1,0,2,2,0,0,1,8,1,5,2,1
158660,141,85,75,82686,244551,41,36,1,89,33,167,23,314,40,34,13,39,28,86,10,353,7978,24572,32150,22823,27570
331820,429,170,209,354695,452219,215,96,24,428,109,363,50,207,92,80,24,101,105,126,30,1213,92915,1180,38025,27081,31306
174809,0,1,1,369,481,0,0,0,3,0,1,1,0,0,1,0,2,0,0,0,2,89,5,34,16,27
244304,112,26,33,86,221676,20,51,1,23,15,109,12,9,16,17,11,10,15,1,7,6,20,11,38,16,24
315575,444,139,164,10,19,19,3,3,14,13,12,6,86,8,4,4,15,14,80,5,195,40,13,24675,23476,30659
208972,528,127,260,0,1,74,0,0,1,1,1,1,4,1,1,0,0,1,1,0,2,2,1,238,171,178
130228,297,63,119,5,11,19,4,0,10,6,8,1,67,5,4,0,14,7,53,1,125,22,6,19438,13961,18960
588912,0,0,0,0,0,599,14,497,29,55,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
114946,0,1,0,1,1,2849,68,18,9426,615,14,5,2,3,2,1,2,14,3,4,2,1,1,2,0,2
543900,1,0,0,1535,108,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
24907,5,5,4,2,0,3,0,0,62,4,1,1,4,0,0,0,0,0,3,0,5,2,0,445,356,423
239506,0,0,0,0,0,38,3,1,1141,157,2,0,0,0,1,1,0,4,0,0,0,1,0,0,1,0
484332,8,4,1,1,2,1,0,0,19,1,1,0,16,3,2,0,5,1,19,2,51,4,2,8157,6852,6888
560836,314,88,140,7,21,153,25,9,29,7,9,2,5,1,4,2,3,1,0,2,3,5,6,76,53,44
301656,12,7,4,0,1,11,1,0,339,2,2,0,2,0,1,0,1,1,0,1,4,0,0,224,202,248
313753,462,126,156,3,8,124,2,0,1478,27,8,4,33,3,4,2,10,13,22,2,116,12,7,16683,14350,14669
288932,90,34,30,2,15,29,6,2,57,4,3,2,8,4,0,0,2,3,3,1,14,3,2,1438,1246,1167
198806,154,44,63,4,9,49,2,2,94,5,6,3,26,5,2,0,7,2,30,1,24,6,5,3532,2935,3247
104043,0,1,0,0,4,541,33,69,8020,297,17,1,4,2,4,2,2,17,0,3,0,0,2,1,2,2
570119,0,0,0,0,1,807,0,3,2867,19,0,2,0,0,0,0,0,6,0,0,1,0,0,9,4,1
471156,2,1,1,0,3,178,7,58,10464,113,57,2,7,2,4,0,2,16,1,1,0,0,1,35,30,37
471122,14,12,8,12,15,7639,344,997,129571,6452,768,37,94,38,64,23,45,285,22,26,14,21,10,32,29,22
88701,0,0,0,0,1,1202,29,421,204,3,2,0,1,0,1,0,0,1,1,0,0,0,0,3,1,2
484401,0,0,0,0,0,2274,58,3519,330,8,5,1,3,6,0,0,1,6,5,1,0,0,0,2,1,0
102425,0,1,1,1,1,3404,117,1166,606,17,3,3,0,0,0,0,1,0,1,1,0,0,0,1,1,0
63123,0,0,0,0,0,348,1,1,5157,42,0,0,0,2,0,0,0,6,0,0,0,1,0,3,1,0
530801,0,0,0,1,3,17,107,2,56,1095,6,0,3,0,1,0,1,1,1,0,0,3,0,1,0,0
544531,0,0,0,0,0,789,81,439,68,6,2,0,2,3,0,0,0,0,1,0,0,0,0,2,3,0
484338,0,1,0,0,0,1024,56,522,136,3,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0
92743,1,6,3,4,2,7181,260,426,60,24,3,0,1,0,0,0,1,1,2,0,0,0,2,1,1,1
28952,0,0,0,0,0,794,52,24,1904,419,3,1,1,1,0,0,1,7,2,0,1,0,0,3,0,1
373870,1027,201,328,0,0,114,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,9,0,0
332311,20,22,15,211,56,2,3,0,5,4,3,2,31,6,4,0,5,5,26,2,101,36,35,12798,10060,11036
469800,0,4,1,8,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,0,571,457,508
361496,44,25,15,95328,1551,12,34,5,59,10,17,7,14,12,5,6,10,21,3,2,96,10192,155,505,433,446
127309,33,29,32,19,49782,21,1,2,20,9,38,6,58,9,12,1,7,5,28,4,105,24,10,13907,10189,10932
313166,5,11,0,2,182,0,29,0,3,0,2,0,14,0,0,0,2,3,2,0,23,4,1,2421,1675,318
195926,2,0,0,1208,597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0
248140,87,90,77,1482,39920,13,4,2,38,15,62,14,155,19,20,11,28,24,105,8,323,240,524,40139,33577,32914
348374,17,7,9,60351,21872,12,17,21,22,10,20,1,7,6,6,1,6,7,0,5,1,51,11,13,6,10
470812,0,1,2,5622,309,83,59,0,2,2,1,0,0,0,1,0,0,0,0,0,0,21,8,1,0,0
268540,2,1,1,16756,281,210,212,34,6,3,4,2,2,2,0,2,0,2,1,0,0,119,2,2,1,2
1931,1,0,0,0,1,1449,58,226,1679,187,5,2,3,3,2,0,1,9,1,2,0,0,0,1,0,1
423742,0,1,4,1,0,3053,193,160,9121,1025,8,2,7,0,3,0,2,21,1,1,0,1,0,5,0,1
131765,0,0,1,0,1,1633,107,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
237323,1,1,0,1,0,771,9,218,94,29,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
291090,26,11,7,26744,63270,15,34,0,20,7,58,2,41,13,13,2,8,4,0,5,4,56,3396,14,8,13
470761,40,34,36,5,7,0,3,0,15,9,13,2,94,12,7,1,12,3,56,2,193,32,11,23193,16639,18656
541301,22,14,11,3,11,12,0,0,29,4,5,2,3,0,2,0,2,1,0,2,110,10286,119,149,110,120
249661,8,2,0,2,15346,1,4,0,0,1,10,0,2,2,4,1,4,4,0,0,0,1,1,8,2,5
254175,0,1,0,1,0,1770,26,852,228,30,11,2,0,2,0,1,0,1,2,1,0,0,0,1,1,1
243150,6,3,1,6,6890,19,3,0,3,2,6,1,2,2,1,0,1,1,0,1,3,1,23,2,2,3
171772,2,2,1,2,2,0,1,0,19,0,4,1,0,2,1,0,1,3,0,2,101,10775,126,8,1,2
259569,36,45,36,32411,77724,37,12,6,40,13,50,14,84,20,13,2,9,23,34,5,119,65,2385,13736,11663,10770
104780,10,9,8,2541,4711,19,2,2,7,3,22,3,14,0,3,0,9,4,4,0,6,13,152,683,600,585
138006,8,1,2,6724,10745,6,1,0,4,2,9,3,0,3,4,0,3,1,0,0,1,93,57,5,2,0
103685,7,0,8,2,4102,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
181095,20,7,14,18,8594,21,8,0,8,2,6,3,3,5,2,1,3,5,1,1,2,9,407,6,7,9
569158,1,0,0,236,963,3,0,14,1,0,2,3,0,1,1,1,0,0,0,0,0,0,62,0,0,1
108457,0,1,0,0,0,0,0,0,1,0,1,6,176,492,520,1,3,1,0,0,0,0,0,1,0,1
571923,0,0,1,1,1,1,0,0,0,0,8,8,819,1790,1515,7,3,0,0,2,0,0,1,4,0,0
211941,1,0,1,0,2,1,0,0,2,0,7,14,1413,3000,2647,19,4,3,1,0,1,0,7,4,0,0
239593,0,1,1,0,0,0,0,1,0,2,9,17,507,2713,2331,8,2,0,0,0,7,0,3,3,0,0
157434,0,2,1,1,1,0,0,0,0,1,5,21,281,1319,1255,6,1,0,2,0,1,0,0,1,0,0
130615,0,0,1,1,0,1,1,0,3,2,12,20,592,2669,2525,15,9,0,5,17,13,0,2,1,0,0
315021,0,0,0,0,1,0,0,0,1,0,2,2,143,763,755,6,1,2,51,19,16,1,1,0,1,0
232505,0,0,0,1,2,1,1,0,9,7,10,9934,66,13,53,1,1,2,0,0,0,0,1,3,2,1
543813,66,2999,1,0,1,1,0,22,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,16,1
332717,1225,494,710,0,0,2,23,4,0,2,132,2,70,22,48,1,0,2,0,1,0,1,1,5,2,0
553113,115,3654,1,0,2,3,0,0,1,1,22,24,36,30,22,0,1,1,0,0,1,0,1,2,13,1
179289,11,415,0,0,0,0,30,1,0,3,62,1115,112,43,68,2,1,0,1,0,0,1,1,0,2,0
539235,54,625,79,0,0,3,132,19,1,10,479,88,16,5,13,0,3,0,1,0,0,0,0,1,3,0
257151,27,100,56,0,0,0,0,0,0,0,0,691,33,51,45,0,0,1,2,2,0,0,0,2,0,0
144042,29,848,202,0,0,0,0,0,0,0,1,1,47,204,190,1,0,0,0,3,13,0,0,0,3,0
99927,4,17,1,0,0,0,1,0,4,3,99,2248,29,9,30,2,109,7,1,0,0,0,1,1,0,2
248306,55,188,647,0,0,179,374,146,1,2,25,1,2,11,4,0,10,0,1,0,1,0,0,2,1,3
236952,47,89,32,0,0,6,60,2,2,12,1446,37,0,0,3,0,0,0,0,0,1,0,0,0,1,1
366805,342,148,460,0,0,2,48,14,0,0,40,94,2,2,1,0,1,1,0,3,0,1,0,2,0,2
198091,881,338,2,0,0,12,11,4,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,4,2,0
353143,1091,325,3,0,0,11,0,0,0,0,1,3,2,0,1,0,1,0,0,0,1,1,0,6,0,1
168491,2751,91,3,1,0,1,12,0,0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,17,1,1
512727,964,421,2,0,0,2,15,0,0,0,0,12,0,1,1,0,0,0,0,0,0,1,0,2,2,0
40351,1,16,1,0,1,0,0,0,0,19,1790,106,4,1,4,0,1,0,0,0,0,0,0,0,0,0
415279,5,1,1,0,6,1,0,3,15,141,7546,7542,103,18,78,3,13,7,6,55,6,2,2,4,1,9
162326,1,0,0,0,1,0,1,0,38,3,0,0,22,11,6,640,2962,6283,9,4,1,1,0,3,0,2
327070,0,0,0,0,0,0,0,0,2,18,910,2407,14,7,11,0,1,1,0,0,0,1,0,0,0,0
228931,1,0,11,0,3,1,4,4,38,7,2,0,60,5,2,17,10100,5612,12,29,5,1,1,3,2,1
155474,0,1,3,0,0,0,0,2,0,0,0,0,1,0,2,0,12,3,9,96,946,1,0,9,1,0
2588,1,1,0,0,0,0,0,3,0,1,2,0,1,0,0,0,0,0,6,188,1855,3,0,14,0,0
334363,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,0,6,5,217,1084,180,0,0,0,0,1
234016,0,0,0,2,0,0,0,0,40,2,0,0,8,2,3,100,81,5495,10,2,0,1,1,2,0,0
153017,0,0,0,0,0,0,0,0,20,2,2,0,11,2,0,23,648,2467,1,0,0,0,0,2,0,0
227919,9,40,900,1,0,4,33,3,0,1,1,0,2,0,0,0,1,0,1,7,0,0,0,1,1,6
82222,9,5,806,0,0,60,105,40,0,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,5
390520,19,17,631,0,0,5,442,26,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,1,1,7
573077,14,19,1397,0,0,10,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
249391,4,19,1145,0,0,3,7,31,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
107814,15,14,1327,1,0,57,56,90,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
257862,6,23,1401,0,0,31,2,18,0,0,2,1,0,1,0,0,0,1,4,0,0,0,0,0,0,11
156963,937,91,0,0,0,0,2,6,1,3,6,5,506,890,1031,5,1,1,0,0,0,1,0,4,0,2
254579,248,106,2,1,3,0,0,0,3,45,3323,9,95,69,53,1,1,1,2,1,3,0,0,1,1,1
141044,1482,162,3,0,0,1,1,0,0,0,6,7,16,7,14,0,0,0,0,0,1,0,1,4,0,0
239844,35,85,1260,0,1,0,6,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3
577085,179,67,639,0,0,0,1,0,0,0,33,0,97,74,39,0,1,0,0,0,0,1,1,2,1,3
65682,329,151,2002,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,5
159655,1442,199,6,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,5,1,0
146568,0,24,1,0,0,0,0,0,1,2,5,1997,55,7,7,0,0,0,0,0,0,0,0,1,0,0
137145,3,1,3,1,6,0,0,0,17,216,18519,3673,29,10,49,4,3,4,5,3,1,0,3,1,3,8
510901,5,26,1494,1,0,0,80,17,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,6
181596,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,78,37,1471,2,0,0,0,0,0,0,0
329138,1,4,2,0,0,0,0,0,0,10,955,18,1,1,2,0,0,0,2,0,0,0,0,0,0,1
564650,56,803,2,0,3,0,0,0,1,1,2,9,349,654,593,1,0,2,3,3,0,1,1,5,1,1
378092,2,0,3,3,2,1,3,1,15,18,189,30706,214,35,169,2,2,5,3,2,1,6,4,6,1,2
339533,0,1,0,1,1,2,3,0,10,2,3,0,90,4,2,0,13119,841,2,2,0,0,2,4,0,2
182208,0,0,1,0,0,0,0,0,18,4,0,0,10,0,0,1,875,2230,3,0,0,0,0,1,1,0
533454,0,0,0,1,0,1,0,0,31,4,2,0,2,0,1,18,69,3285,4,1,0,1,1,1,0,0
249252,352,62,571,0,0,0,0,0,0,3,96,9,2,1,0,0,0,0,0,0,0,1,1,1,0,1
204934,40,664,728,0,1,9,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2
309523,110,2132,1167,0,0,34,53,180,0,2,17,10,12,13,17,2,0,0,0,1,0,0,0,2,9,2
325652,105,3278,136,0,1,4,5,0,0,1,12,4,3,2,11,0,0,0,0,0,1,1,1,3,18,1
555333,14,348,2,1,0,14,5,0,0,2,5,8,1104,1260,1233,16,1,0,0,0,0,0,2,7,1,0
233334,3,14,40,0,0,0,0,0,0,2,11,2727,63,20,20,0,1,0,1,0,0,0,0,0,2,0
574458,148,1449,6881,4,2,45,244,66,1,1,6,12,42,57,52,1,0,2,3,1,1,1,0,5,8,14
235904,359,1120,14,1,0,8,125,0,0,2,84,19,974,755,779,6,2,1,0,27,4,0,5,6,8,2
